BPP_binary	Status	Message	Control_file	Sequence_file	Imap_file
/Users/gspellman/Downloads/bpp-4.8.7-macos-aarch64/bin/bpp	0	BPP did not reach ESS target	/Users/gspellman/Trowbridgii_analyses/Stacks analysis of ddRAD data/stacks_refmap_sorex_excl_MVZ216210_2026-02-26_clean/downstream_analysis_2026-02-23/species_delimitation_2026-02-25_ess_bpp_reconfigured/bpp_attempt/bpp.ctl	/Users/gspellman/Trowbridgii_analyses/Stacks analysis of ddRAD data/stacks_refmap_sorex_excl_MVZ216210_2026-02-26_clean/downstream_analysis_2026-02-23/species_delimitation_2026-02-25_ess_bpp_reconfigured/bpp_attempt/bpp_input_single_locus.phy	/Users/gspellman/Trowbridgii_analyses/Stacks analysis of ddRAD data/stacks_refmap_sorex_excl_MVZ216210_2026-02-26_clean/downstream_analysis_2026-02-23/species_delimitation_2026-02-25_ess_bpp_reconfigured/bpp_attempt/bpp_imap.txt
