Surface	Data_minimum	Data_maximum	Color_scale_minimum	Color_scale_maximum
Estimated effective migration surface	-1.88608606666492	2.00305798901622	-2.00305798901622	2.00305798901622
Estimated effective diversity surface	-0.0674039978530587	0.131993801547003	-0.131993801547003	0.131993801547003
