Minimum_per_chain_ESS	Maximum_rank_normalized_split_Rhat	ESS_target	Rhat_target	ESS_pass	Rhat_pass	Overall_pass
318.107577699896	1.04756840416908	200	1.01	TRUE	FALSE	FALSE
